Player,Nation,Pos,Age,MP,Clube,Year,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Matches,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Playing Time MP
Bruno Méndez,uy URU,DF,23.0,27,Corinthians,2023,20,1650.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.2,0.4,16.0,62.0,23.0,0.01,0.01,0.02,0.01,0.02,
Fausto Vera,ar ARG,MF,22.0,21,Corinthians,2023,17,1381.0,15.3,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches,0.7,0.7,1.4,2.1,15.0,68.0,16.0,0.05,0.09,0.14,0.05,0.14,
Ángel Romero,py PAR,FW,30.0,22,Corinthians,2023,13,1196.0,13.3,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,0.6,0.08,0.68,0.6,0.68,Matches,3.8,3.8,2.7,6.5,40.0,49.0,131.0,0.29,0.2,0.49,0.29,0.49,
Matías Rojas,py PAR,"MF,FW",27.0,15,Corinthians,2023,7,634.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.8,0.8,1.0,1.8,13.0,30.0,27.0,0.11,0.14,0.25,0.11,0.25,
Víctor Cantillo,co COL,MF,29.0,6,Corinthians,2023,2,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.1,0.1,2.0,9.0,1.0,0.02,0.02,0.04,0.02,0.04,
Fabián Balbuena,py PAR,DF,31.0,1,Corinthians,2023,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03,
Júnior Moraes,ua UKR,DF,35.0,1,Corinthians,2023,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rafael Ramos,pt POR,DF,28.0,0,Corinthians,2023,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Rodrigo Garro,ar ARG,"MF,FW",26.0,36,Corinthians,2024,35,2995.0,33.3,10.0,10.0,20.0,9.0,1.0,1.0,8.0,0.0,0.3,0.3,0.6,0.27,0.57,Matches,6.0,5.2,7.4,12.6,64.0,246.0,169.0,0.18,0.22,0.4,0.16,0.38,
Félix Torres Caicedo,ec ECU,DF,27.0,22,Corinthians,2024,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.8,0.8,0.8,1.6,5.0,60.0,2.0,0.04,0.04,0.08,0.04,0.08,
Ángel Romero,py PAR,FW,31.0,28,Corinthians,2024,16,1449.0,16.1,5.0,4.0,9.0,5.0,0.0,1.0,6.0,0.0,0.31,0.25,0.56,0.31,0.56,Matches,5.2,4.4,2.8,7.2,33.0,53.0,141.0,0.32,0.17,0.5,0.28,0.45,
Memphis,nl NED,FW,29.0,11,Corinthians,2024,9,793.0,8.8,7.0,1.0,8.0,6.0,1.0,1.0,2.0,0.0,0.79,0.11,0.91,0.68,0.79,Matches,3.7,2.9,0.9,3.9,24.0,31.0,62.0,0.42,0.11,0.53,0.33,0.44,
André Carrillo,pe PER,MF,32.0,13,Corinthians,2024,8,730.0,8.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,0.2,0.2,2.2,2.4,13.0,66.0,25.0,0.03,0.27,0.29,0.03,0.29,
José Andrés Martínez,ve VEN,MF,29.0,11,Corinthians,2024,8,633.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.2,6.0,25.0,5.0,0.01,0.02,0.03,0.01,0.03,
Fausto Vera,ar ARG,MF,23.0,6,Corinthians,2024,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,0.1,0.4,6.0,21.0,6.0,0.12,0.04,0.16,0.12,0.16,
Héctor,es ESP,"FW,DF",28.0,3,Corinthians,2024,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.09,0.0,0.09,0.09,0.09,
Diego Palacios,ec ECU,DF,24.0,0,Corinthians,2024,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Maxi Biancucchi,ar ARG,"FW,MF",29.0,22,Bahia,2014,14,1263.0,14.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,,,,,,,,,,,,,
Emanuel Biancucchi,ar ARG,MF,25.0,23,Bahia,2014,13,1140.0,12.7,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.16,0.08,0.24,0.08,0.16,Matches,,,,,,,,,,,,,
Wilson Pittoni,py PAR,MF,28.0,7,Bahia,2014,4,329.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Stiven Mendoza,co COL,"FW,MF",24.0,31,Bahia,2017,27,2408.0,26.8,8.0,3.0,11.0,6.0,2.0,2.0,4.0,0.0,0.3,0.11,0.41,0.22,0.34,Matches,,,,,,,,,,,,,
Agustín Allione,ar ARG,MF,22.0,26,Bahia,2017,19,1558.0,17.3,0.0,8.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.46,0.46,0.0,0.46,Matches,,,,,,,,,,,,,
Pablo Armero,co COL,"DF,MF",30.0,5,Bahia,2017,4,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Eugenio Mena,cl CHI,"DF,MF",29.0,,Bahia,2018,2,243.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,,,,,,,,,,,,,5
Agustín Allione,ar ARG,MF,23.0,,Bahia,2018,1,196.0,2.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.46,0.46,0.92,0.46,0.92,Matches,,,,,,,,,,,,,10
Kodai Dohi,jp JPN,DF,16.0,,Bahia,2018,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,0
Alejandro Guerra,ve VEN,"MF,FW",33.0,17,Bahia,2019,8,697.0,7.7,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.13,0.26,0.39,0.13,0.39,Matches,1.2,1.2,1.1,2.2,13.0,46.0,44.0,0.15,0.14,0.29,0.15,0.29,
Juan Pablo Ramírez,co COL,MF,22.0,9,Bahia,2020,9,666.0,7.4,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.41,0.14,0.54,0.41,0.54,Matches,1.4,1.4,1.0,2.4,20.0,45.0,21.0,0.19,0.13,0.32,0.19,0.32,
Germán Conti,ar ARG,DF,26.0,28,Bahia,2021,28,2450.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.8,1.8,0.1,1.9,23.0,99.0,6.0,0.07,0.0,0.07,0.07,0.07,
Lucas Mugni,ar ARG,"MF,FW",29.0,20,Bahia,2021,19,1603.0,17.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,0.7,0.7,1.8,2.5,19.0,73.0,83.0,0.04,0.1,0.14,0.04,0.14,
Hugo Rodallega,co COL,FW,35.0,22,Bahia,2021,7,909.0,10.1,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,0.59,0.1,0.69,0.59,0.69,Matches,3.4,3.4,1.3,4.7,11.0,32.0,52.0,0.34,0.13,0.47,0.34,0.47,
Óscar Ruiz,py PAR,"FW,MF",29.0,19,Bahia,2021,4,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.6,1.6,0.4,2.0,13.0,7.0,35.0,0.28,0.08,0.36,0.28,0.36,
Eugenio Isnaldo,ar ARG,"MF,FW",27.0,6,Bahia,2021,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.1,0.2,5.0,8.0,12.0,0.06,0.02,0.08,0.06,0.08,
Juan Pablo Ramírez,co COL,"MF,FW",23.0,4,Bahia,2021,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.1,2.0,2.0,6.0,0.06,0.05,0.12,0.06,0.12,
Nicolás Acevedo,uy URU,MF,23.0,31,Bahia,2023,21,1970.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.9,0.9,1.2,2.1,30.0,112.0,38.0,0.04,0.05,0.1,0.04,0.1,
Camilo Cándido,uy URU,DF,27.0,19,Bahia,2023,15,1244.0,13.8,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.07,0.14,0.22,0.07,0.22,Matches,0.4,0.4,1.3,1.6,17.0,62.0,91.0,0.03,0.09,0.12,0.03,0.12,
Cicinho,bg BUL,DF,34.0,13,Bahia,2023,9,753.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.4,0.4,0.3,0.8,17.0,27.0,36.0,0.05,0.04,0.09,0.05,0.09,
Jhoanner Chávez,ec ECU,"DF,MF",20.0,10,Bahia,2023,7,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.5,0.7,12.0,17.0,49.0,0.03,0.08,0.11,0.03,0.11,
Lucas Mugni,ar ARG,"MF,FW",31.0,15,Bahia,2023,1,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.3,0.5,7.0,23.0,18.0,0.04,0.08,0.12,0.04,0.12,
Santiago Arias,co COL,DF,32.0,23,Bahia,2024,21,1884.0,20.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches,0.6,0.6,3.1,3.6,57.0,115.0,185.0,0.03,0.15,0.17,0.03,0.17,
Luciano Rodríguez,uy URU,"FW,MF",20.0,19,Bahia,2024,8,900.0,10.0,6.0,1.0,7.0,5.0,1.0,1.0,2.0,0.0,0.6,0.1,0.7,0.5,0.6,Matches,5.8,5.0,1.1,6.1,23.0,28.0,70.0,0.58,0.11,0.69,0.5,0.61,
Víctor Cuesta,ar ARG,DF,35.0,7,Bahia,2024,7,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.0,0.2,1.0,14.0,1.0,0.04,0.0,0.04,0.04,0.04,
Carlos de Pena,uy URU,MF,31.0,30,Bahia,2024,4,683.0,7.6,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches,1.0,1.0,2.3,3.4,14.0,68.0,28.0,0.13,0.31,0.44,0.13,0.44,
Nicolás Acevedo,uy URU,"MF,DF",24.0,8,Bahia,2024,1,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.2,0.3,5.0,19.0,8.0,0.04,0.07,0.11,0.04,0.11,
Oscar Estupiñan,co COL,"FW,MF",27.0,11,Bahia,2024,1,252.0,2.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.07,0.36,1.43,1.07,1.43,Matches,3.4,3.4,0.1,3.5,1.0,6.0,17.0,1.22,0.05,1.26,1.22,1.26,
Cicinho,bg BUL,"DF,FW",35.0,6,Bahia,2024,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.1,1.0,8.0,6.0,0.0,0.12,0.12,0.0,0.12,
Marcelo Martins Moreno,bo BOL,FW,26.0,32,Cruzeiro,2014,29,2498.0,27.8,15.0,3.0,18.0,14.0,1.0,1.0,0.0,1.0,0.54,0.11,0.65,0.5,0.61,Matches,,,,,,,,,,,,,
Miguel Samudio,py PAR,DF,27.0,9,Cruzeiro,2014,6,500.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Alejandro Martinuccio,ar ARG,"FW,MF",26.0,1,Cruzeiro,2014,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Ariel Cabral,ar ARG,MF,27.0,,Cruzeiro,2015,17,1458.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,,,,,,18
Giorgian De Arrascaeta,uy URU,"FW,MF",20.0,,Cruzeiro,2015,14,1364.0,15.2,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.26,0.07,0.33,0.26,0.33,Matches,,,,,,,,,,,,,23
Eugenio Mena,cl CHI,"DF,MF",26.0,,Cruzeiro,2015,6,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,6
Diederrick Joel,cm CMR,FW,21.0,,Cruzeiro,2015,4,440.0,4.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,,,,,,,,,,,,,11
Duvier Riascos,co COL,FW,28.0,,Cruzeiro,2015,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,1
Felipe Seymour,cl CHI,MF,27.0,,Cruzeiro,2015,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,0
Giorgian De Arrascaeta,uy URU,"FW,MF",21.0,,Cruzeiro,2016,30,2398.0,26.6,9.0,7.0,16.0,8.0,1.0,3.0,6.0,1.0,0.34,0.26,0.6,0.3,0.56,Matches,,,,,,,,,,,,,31
Lucas Romero,ar ARG,"DF,MF",21.0,,Cruzeiro,2016,21,1879.0,20.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.05,0.05,0.0,0.05,Matches,,,,,,,,,,,,,24
Ariel Cabral,ar ARG,MF,28.0,,Cruzeiro,2016,20,1661.0,18.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,,,,,,,,,,,,,25
Ramón Ábila,ar ARG,FW,26.0,,Cruzeiro,2016,15,1335.0,14.8,7.0,0.0,7.0,7.0,0.0,1.0,5.0,0.0,0.47,0.0,0.47,0.47,0.47,Matches,,,,,,,,,,,,,21
Duvier Riascos,co COL,FW,29.0,,Cruzeiro,2016,6,558.0,6.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,,,,,,,,,,,,,11
Juan Sánchez Miño,ar ARG,"DF,MF",26.0,,Cruzeiro,2016,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,Matches,,,,,,,,,,,,,4
Matías Pisano,ar ARG,"FW,MF",24.0,,Cruzeiro,2016,3,184.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.49,0.0,0.49,0.49,0.49,Matches,,,,,,,,,,,,,4
Federico Gino,uy URU,"DF,MF",22.0,,Cruzeiro,2016,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,4
Lucas Romero,ar ARG,"DF,MF",22.0,29,Cruzeiro,2017,26,2253.0,25.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.08,0.08,0.16,0.08,0.16,Matches,,,,,,,,,,,,,
Ariel Cabral,ar ARG,MF,29.0,14,Cruzeiro,2017,12,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Giorgian De Arrascaeta,uy URU,"FW,MF",22.0,16,Cruzeiro,2017,11,1075.0,11.9,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.25,0.17,0.42,0.25,0.42,Matches,,,,,,,,,,,,,
Ramón Ábila,ar ARG,FW,27.0,10,Cruzeiro,2017,6,536.0,6.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.5,0.17,0.67,0.34,0.5,Matches,,,,,,,,,,,,,
Luis Caicedo Medina,ec ECU,DF,24.0,6,Cruzeiro,2017,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Alexis Messidoro,ar ARG,MF,19.0,3,Cruzeiro,2017,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Lucas Romero,ar ARG,"DF,MF",23.0,,Cruzeiro,2018,20,1851.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,23
Ariel Cabral,ar ARG,MF,30.0,,Cruzeiro,2018,18,1538.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,,,,,,21
Giorgian De Arrascaeta,uy URU,"FW,MF",23.0,,Cruzeiro,2018,14,1337.0,14.9,6.0,6.0,12.0,6.0,0.0,0.0,4.0,0.0,0.4,0.4,0.81,0.4,0.81,Matches,,,,,,,,,,,,,20
Federico Mancuello,ar ARG,"DF,FW",28.0,,Cruzeiro,2018,13,962.0,10.7,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.09,0.09,0.19,0.0,0.09,Matches,,,,,,,,,,,,,20
Hernán Barcos,ar ARG,FW,33.0,,Cruzeiro,2018,11,930.0,10.3,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,,,,,,,,,,,,,14
Luis Manuel Orejuela,co COL,DF,23.0,23,Cruzeiro,2019,23,1814.0,20.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.1,0.0,0.1,0.1,0.1,Matches,1.3,1.3,2.1,3.3,77.0,88.0,159.0,0.06,0.1,0.16,0.06,0.16,
Ariel Cabral,ar ARG,MF,31.0,16,Cruzeiro,2019,11,766.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,0.9,0.9,0.4,1.3,4.0,57.0,16.0,0.1,0.05,0.15,0.1,0.15,
Lucas Romero,ar ARG,"DF,MF",24.0,8,Cruzeiro,2019,8,699.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.7,0.8,17.0,45.0,20.0,0.02,0.09,0.1,0.02,0.1,
Diederrick Joel,cm CMR,FW,25.0,4,Cruzeiro,2019,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,0.0,0.4,1.0,1.0,9.0,0.24,0.01,0.25,0.24,0.25,
Helibelton Palacios,co COL,DF,29.0,10,Cruzeiro,2023,6,629.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.3,0.3,0.1,0.3,6.0,27.0,34.0,0.04,0.01,0.05,0.04,0.05,
Lucas Romero,ar ARG,MF,29.0,33,Cruzeiro,2024,31,2531.0,28.1,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches,0.7,0.7,0.8,1.5,22.0,159.0,26.0,0.02,0.03,0.05,0.02,0.05,
Álvaro Barreal,ar ARG,"MF,FW",23.0,28,Cruzeiro,2024,17,1488.0,16.5,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,0.12,0.24,0.36,0.12,0.36,Matches,2.4,2.4,1.6,4.0,29.0,69.0,113.0,0.14,0.1,0.24,0.14,0.24,
Lucas Villalba,ar ARG,DF,29.0,23,Cruzeiro,2024,14,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.3,0.5,16.0,58.0,10.0,0.01,0.02,0.03,0.01,0.03,
Lautaro Díaz,ar ARG,FW,25.0,18,Cruzeiro,2024,11,959.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,2.2,2.2,0.6,2.8,15.0,15.0,74.0,0.2,0.06,0.26,0.2,0.26,
Fabrizio Peralta,py PAR,MF,21.0,9,Cruzeiro,2024,3,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.2,0.3,3.0,17.0,4.0,0.04,0.06,0.1,0.04,0.1,
Juan Ignacio Dinenno,ar ARG,"FW,DF",29.0,7,Cruzeiro,2024,2,239.0,2.7,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.13,0.0,1.13,0.75,0.75,Matches,1.2,0.4,0.0,0.4,0.0,0.0,6.0,0.44,0.0,0.44,0.15,0.15,
Helibelton Palacios,co COL,DF,30.0,1,Cruzeiro,2024,1,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.03,0.0,0.03,0.03,0.03,
José Cifuentes,ec ECU,MF,24.0,3,Cruzeiro,2024,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.05,0.0,0.05,0.05,0.05,
Martín Silva,uy URU,GK,31.0,21,Vasco-da-Gama,2015,21,1845.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Julio dos Santos,py PAR,MF,31.0,26,Vasco-da-Gama,2015,21,1652.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Pablo Guiñazú,ar ARG,MF,36.0,21,Vasco-da-Gama,2015,19,1676.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Duvier Riascos,co COL,FW,28.0,26,Vasco-da-Gama,2015,17,1470.0,16.3,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,,,,,,,,,,,,,
Germán Herrera,ar ARG,FW,31.0,13,Vasco-da-Gama,2015,7,683.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Emanuel Biancucchi,ar ARG,MF,26.0,7,Vasco-da-Gama,2015,4,346.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,,,,,,,,,,,,,
Felipe Seymour,cl CHI,MF,27.0,1,Vasco-da-Gama,2015,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Martín Silva,uy URU,GK,33.0,35,Vasco-da-Gama,2017,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Andrés Ríos,ar ARG,"FW,MF",27.0,17,Vasco-da-Gama,2017,15,1320.0,14.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.2,0.07,0.27,0.2,0.27,Matches,,,,,,,,,,,,,
Damián Escudero,ar ARG,MF,29.0,7,Vasco-da-Gama,2017,5,443.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Andrés Escobar,co COL,"FW,MF",25.0,14,Vasco-da-Gama,2017,2,421.0,4.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.43,0.21,0.64,0.43,0.64,Matches,,,,,,,,,,,,,
Julio dos Santos,py PAR,MF,33.0,0,Vasco-da-Gama,2017,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Leandro Desábato,ar ARG,MF,27.0,27,Vasco-da-Gama,2018,25,2087.0,23.2,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches,,,,,,,,,,,,,
Martín Silva,uy URU,GK,34.0,24,Vasco-da-Gama,2018,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Andrés Ríos,ar ARG,"FW,MF",28.0,28,Vasco-da-Gama,2018,23,2117.0,23.5,7.0,1.0,8.0,7.0,0.0,1.0,4.0,0.0,0.3,0.04,0.34,0.3,0.34,Matches,,,,,,,,,,,,,
Maxi López,ar ARG,FW,33.0,19,Vasco-da-Gama,2018,18,1630.0,18.1,7.0,5.0,12.0,3.0,4.0,4.0,8.0,0.0,0.39,0.28,0.66,0.17,0.44,Matches,,,,,,,,,,,,,
Oswaldo Henríquez,co COL,DF,28.0,10,Vasco-da-Gama,2018,5,534.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Frickson Erazo,ec ECU,DF,29.0,4,Vasco-da-Gama,2018,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
